Juviniles, Adults, Seniles, Total
43,19,21,83
39,9,19,67
17,8,9,33
15,17,8,40
34,15,17,67
31,34,15,80
68,31,34,133
62,82,31,175
163,12,82,257
25,33,12,70
65,5,33,103
10,13,5,28
26,10,13,49
20,26,10,56
52,20,26,98
40,52,20,112
105,8,52,165
16,21,8,45
42,16,21,79
32,42,16,89
84,32,42,157
63,17,32,112
33,13,17,63
25,7,13,45
13,25,7,45
51,13,25,89
27,51,13,91
101,27,51,179
54,20,27,101
41,11,20,72
21,49,11,81
97,4,49,150
9,117,4,130
234,2,117,352
3,47,2,52
94,1,47,141
1,19,1,21
37,1,19,57
3,37,1,42
75,3,37,115
5,90,3,98
180,7,90,276
13,36,7,56
72,3,36,110
5,14,3,22
29,5,14,48
11,29,5,45
57,11,29,97
21,57,11,89
115,21,57,193
42,23,21,86
46,8,23,77
17,9,8,34
18,17,9,44
34,18,17,69
37,34,18,89
67,37,34,138
74,13,37,124
27,15,13,55
29,5,15,50
11,29,5,46
59,11,29,99
22,59,11,91
118,22,59,198
43,24,22,88
47,9,24,79
17,9,9,35
19,17,9,45
34,19,17,71
38,34,19,91
69,38,34,141
75,83,38,196
166,15,83,263
30,199,15,244
397,6,199,602
12,79,6,98
159,2,79,241
5,32,2,39
64,5,32,100
10,76,5,91
153,2,76,231
4,31,2,36
61,4,31,95
8,61,4,73
122,8,61,191
15,24,8,48
49,15,24,89
31,49,15,95
98,31,49,177
62,20,31,112
39,74,20,133
148,8,74,230
16,30,8,53
59,3,30,92
6,12,3,21
24,6,12,42
12,24,6,42
47,12,24,84
25,47,12,85
95,25,47,167
50,19,25,94
38,60,19,117
120,8,60,188
15,144,8,167
288,18,144,450
36,58,18,112
115,44,58,216
87,23,44,154
46,17,23,87
35,55,17,108
111,7,55,173
14,133,7,154
265,3,133,401
6,53,3,61
106,1,53,160
2,21,1,25
42,2,21,66
4,42,2,49
85,4,42,132
9,17,4,30
34,9,17,60
18,34,9,61
68,18,34,120
36,14,18,67
27,43,14,84
86,5,43,134
11,17,5,33
34,11,17,62
22,34,11,67
69,22,34,125
43,14,22,79
27,52,14,93
104,5,52,162
11,125,5,142
250,2,125,378
4,50,2,57
100,1,50,151
2,20,1,23
40,2,20,62
4,40,2,45
80,4,40,124
7,16,4,27
32,7,16,55
14,32,7,53
64,14,32,110
28,13,14,55
26,6,13,44
11,26,6,43
51,11,26,88
23,51,11,85
103,23,51,176
45,21,23,88
41,9,21,71
18,8,9,35
16,18,8,43
36,16,18,70
33,36,16,85
72,33,36,141
66,14,33,113
29,13,14,56
26,35,13,74
69,32,35,135
63,14,32,108
28,13,14,54
25,33,13,71
66,5,33,105
10,13,5,28
27,10,13,50
20,27,10,57
53,20,27,100
40,11,20,71
21,8,11,40
16,21,8,45
42,16,21,80
32,42,16,91
85,32,42,160
65,17,32,114
34,13,17,64
26,7,13,46
14,26,7,46
52,14,26,91
27,52,14,92
103,27,52,182
54,21,27,102
41,11,21,73
22,8,11,41
17,22,8,47
44,17,22,82
33,44,17,93
87,33,44,164
66,104,33,204
209,13,104,326
26,42,13,81
84,5,42,131
11,17,5,33
33,11,17,61
21,33,11,65
67,21,33,121
42,13,21,77
27,8,13,49
17,27,8,52
53,17,27,97
34,53,17,104
107,7,53,167
14,21,7,42
43,14,21,78
27,43,14,83
86,27,43,155
54,103,27,184
205,11,103,319
22,41,11,74
82,4,41,127
9,16,4,29
33,9,16,58
17,33,9,59
66,17,33,116
35,13,17,65
26,7,13,46
14,26,7,47
53,14,26,93
28,53,14,94
105,28,53,185
55,21,28,104
42,11,21,74
22,8,11,42
17,22,8,47
44,17,22,83
34,44,17,95
89,34,44,167
67,106,34,207
213,13,106,333
27,43,13,83
85,32,43,160
65,17,32,114
34,13,17,64
26,41,13,80
82,5,41,128
10,16,5,32
33,10,16,59
21,33,10,64
65,21,33,119
41,13,21,75
26,8,13,48
17,26,8,51
52,17,26,95
33,52,17,102
105,7,52,164
13,21,7,41
42,13,21,76
26,42,13,82
84,26,42,152
53,17,26,96
33,11,17,61
21,7,11,38
13,21,7,41
42,13,21,77
27,42,13,82
85,27,42,154
54,17,27,97
34,11,17,61
21,7,11,39
14,21,7,42
43,14,21,78
27,43,14,83
86,27,43,156
54,17,27,98
34,11,17,62
22,41,11,74
82,4,41,128
9,16,4,29
33,9,16,58
17,33,9,59
66,17,33,116
35,79,17,131
158,42,79,279
83,190,42,314
379,17,190,585
33,76,17,126
152,40,76,267
80,30,40,150
61,16,30,107
32,12,16,60
24,6,12,43
13,24,6,43
49,13,24,86
26,49,13,87
97,26,49,171
51,116,26,193
233,10,116,360
20,47,10,77
93,4,47,144
8,19,4,31
37,8,19,64
16,37,8,62
75,16,37,128
33,15,16,64
30,7,15,51
13,6,7,26
12,13,6,31
26,12,13,51
24,26,12,62
52,24,26,102
48,10,24,82
21,10,10,41
19,21,10,50
42,19,21,82
38,42,19,99
84,38,42,164
76,17,38,131
34,15,17,66
31,40,15,86
80,6,40,127
12,96,6,115
193,2,96,292
5,39,2,46
77,5,39,121
10,15,5,30
31,10,15,56
20,31,10,60
62,20,31,112
39,12,20,71
25,47,12,84
94,30,47,170
59,19,30,108
38,12,19,68
24,8,12,43
15,24,8,46
47,15,24,86
30,47,15,92
95,30,47,172
60,19,30,109
38,12,19,69
24,8,12,44
15,24,8,47
48,15,24,87
30,48,15,94
96,30,48,174
61,115,30,206
231,12,115,358
24,46,12,83
92,5,46,143
10,111,5,125
221,2,111,334
4,44,2,50
89,4,44,137
8,18,4,29
35,8,18,61
16,35,8,59
71,16,35,122
31,14,16,61
28,37,14,80
75,6,37,118
11,15,6,32
30,11,15,56
23,30,11,64
60,23,30,112
45,12,23,80
24,54,12,90
109,5,54,168
10,22,5,36
44,10,22,75
19,44,10,72
87,19,44,150
38,17,19,75
35,8,17,60
15,42,8,65
84,3,42,128
6,17,3,26
33,6,17,56
12,33,6,52
67,12,33,112
24,13,12,50
27,24,13,65
49,27,24,100
53,10,27,90
20,11,10,40
21,20,11,52
39,21,20,80
43,39,21,103
78,51,39,169
103,16,51,170
31,21,16,67
41,6,21,68
13,8,6,27
16,13,8,37
25,16,13,54
33,25,16,74
50,33,25,108
66,10,33,109
20,13,10,43
26,20,13,59
40,26,20,86
53,40,26,119
80,11,40,131
21,16,11,48
32,21,16,69
42,32,21,95
64,42,32,138
84,13,42,139
26,17,13,55
34,5,17,56
10,40,5,56
81,2,40,123
4,16,2,22
32,4,16,53
8,32,4,45
65,8,32,105
16,13,8,38
26,16,13,55
33,26,16,75
52,33,26,110
66,10,33,109
21,13,10,44
26,21,13,60
41,26,21,88
52,41,26,120
83,10,41,135
21,17,10,48
33,21,17,71
42,33,21,96
66,42,33,141
84,13,42,139
26,17,13,56
34,5,17,56
11,7,5,23
13,11,7,31
21,13,11,45
27,21,13,61
42,27,21,90
54,42,27,123
85,11,42,138
21,17,11,49
34,21,17,72
43,34,21,98
68,43,34,145
86,14,43,143
27,17,14,58
34,5,17,57
11,7,5,23
14,11,7,31
22,14,11,46
28,22,14,63
43,28,22,93
55,43,28,126
87,11,43,141
22,17,11,50
35,22,17,74
44,35,22,101
69,9,35,113
18,14,9,40
28,18,14,59
35,28,18,81
55,35,28,118
70,67,35,172
133,85,67,284
169,27,85,280
53,34,27,114
68,11,34,112
21,81,11,113
162,26,81,269
51,32,26,109
65,10,32,108
20,78,10,109
156,25,78,258
49,31,25,105
62,10,31,103
20,75,10,104
150,4,75,228
8,30,4,42
60,8,30,98
16,60,8,83
120,16,60,195
31,24,16,71
48,6,24,78
13,57,6,76
115,3,57,175
5,23,3,31
46,5,23,74
10,46,5,61
92,10,46,148
20,110,10,140
221,4,110,335
8,44,4,56
88,2,44,134
3,18,2,22
35,3,18,56
6,35,3,45
71,6,35,112
13,85,6,104
169,3,85,257
5,34,3,42
68,5,34,107
10,14,5,29
27,10,14,51
21,27,10,58
54,21,27,102
41,11,21,73
22,49,11,82
99,4,49,153
9,20,4,33
40,9,20,68
17,40,9,66
79,17,40,136
35,16,17,68
32,7,16,54
14,6,7,27
13,14,6,33
28,13,14,54
25,28,13,66
56,25,28,109
51,11,25,87
22,10,11,43
20,22,10,53
44,20,22,87
40,44,20,105
89,49,44,182
97,18,49,163
36,19,18,73
39,7,19,65
14,8,7,29
16,14,8,38
28,16,14,58
31,28,16,75
57,31,28,116
62,11,31,105
23,12,11,47
25,23,12,60
45,25,23,93
50,45,25,120
91,10,45,146
20,18,10,48
36,20,18,74
40,36,20,96
73,40,36,149
80,15,40,134
29,16,15,60
32,6,16,54
12,38,6,56
76,2,38,117
5,15,2,22
31,5,15,50
9,31,5,45
61,9,31,101
19,73,9,101
147,22,73,242
45,29,22,96
59,9,29,97
18,12,9,39
23,18,12,53
36,23,18,77
47,36,23,106
72,9,36,117
19,14,9,42
29,19,14,62
38,29,19,85
57,38,29,123
75,11,38,124
23,15,11,49
30,23,15,68
46,30,23,99
60,46,30,136
92,12,46,149
24,18,12,54
37,5,18,60
10,7,5,22
15,10,7,32
19,15,10,43
29,19,15,63
38,29,19,87
59,38,29,126
77,12,38,127
23,15,12,51
31,28,15,74
56,37,28,121
74,67,37,178
135,15,67,217
30,162,15,206
324,6,162,492
12,65,6,83
130,2,65,197
5,26,2,33
52,5,26,82
9,52,5,66
104,9,52,165
19,21,9,49
41,19,21,81
38,41,19,98
83,38,41,162
76,17,38,130
33,91,17,140
181,7,91,279
13,36,7,56
73,3,36,112
5,15,3,22
29,5,15,49
11,29,5,45
58,11,29,98
21,58,11,90
116,21,58,195
42,139,21,203
279,8,139,427
17,56,8,81
111,3,56,171
7,22,3,32
45,7,22,74
14,45,7,65
89,14,45,147
27,107,14,148
214,33,107,354
65,43,33,141
86,13,43,141
26,17,13,56
34,31,17,83
63,7,31,101
14,13,7,33
25,14,13,51
27,25,14,66
50,27,25,103
55,10,27,92
20,11,10,41
22,20,11,53
40,22,20,82
44,40,22,106
80,53,40,173
105,16,53,174
32,21,16,69
42,6,21,70
13,51,6,70
101,3,51,154
5,20,3,28
40,5,20,66
10,40,5,56
81,10,40,131
21,97,10,128
194,4,97,295
8,39,4,51
78,2,39,118
3,16,2,20
31,3,16,50
7,31,3,41
62,7,31,100
13,12,7,32
25,13,12,50
26,25,13,64
50,26,25,101
53,60,26,138
119,11,60,189
21,24,11,55
48,4,24,76
8,10,4,22
19,8,10,37
17,19,8,44
38,17,19,74
34,38,17,89
76,34,38,148
67,92,34,192
183,81,92,355
161,37,81,279
73,194,37,303
387,15,194,596
29,77,15,121
155,6,77,238
12,31,6,49
62,12,31,105
23,12,12,48
25,23,12,61
47,25,23,95
50,47,25,121
94,59,47,200
119,19,59,197
37,24,19,80
48,45,24,116
90,10,45,144
19,108,10,136
216,4,108,328
8,259,4,270
518,2,259,779
3,622,2,626
1243,1,622,1866
1,1492,1,1494
2984,0,1492,4477
0,597,0,598
1194,1,597,1791
1,239,1,241
477,0,239,716
0,95,0,96
191,1,95,287
1,38,1,40
76,1,38,116
2,15,1,19
31,2,15,48
4,31,2,37
61,4,31,96
9,61,4,75
122,9,61,192
18,24,9,51
49,4,24,77
7,10,4,21
20,7,10,37
14,20,7,41
39,14,20,73
29,39,14,82
78,29,39,146
57,94,29,180
188,11,94,293
23,225,11,260
451,5,225,681
9,90,5,104
180,2,90,272
4,36,2,42
72,4,36,112
7,14,4,25
29,7,14,51
15,29,7,51
58,15,29,101
29,12,15,56
23,35,12,70
71,5,35,111
9,14,5,28
28,9,14,52
18,28,9,56
57,18,28,103
37,11,18,67
23,7,11,41
15,23,7,45
45,15,23,83
30,45,15,90
90,30,45,165
59,18,30,107
36,12,18,66
24,43,12,79
87,5,43,135
9,104,5,118
208,2,104,314
4,42,2,47
83,4,42,129
8,100,4,111
200,9,100,309
18,240,9,267
480,4,240,724
7,96,4,107
192,1,96,289
3,38,1,43
77,3,38,118
6,15,3,24
31,6,15,52
12,31,6,48
61,12,31,104
23,12,12,47
25,23,12,60
46,25,23,94
49,46,25,120
93,10,46,149
20,19,10,48
37,20,19,75
39,37,20,96
74,39,37,151
79,89,39,207
178,16,89,283
31,214,16,261
428,6,214,648
13,86,6,104
171,3,86,259
5,34,3,42
68,5,34,108
10,14,5,29
27,10,14,51
20,27,10,58
55,20,27,102
40,11,20,71
22,48,11,81
97,4,48,149
9,19,4,32
39,9,19,67
18,39,9,65
77,18,39,133
35,15,18,68
31,7,15,53
14,37,7,58
74,3,37,114
6,15,3,23
30,6,15,50
11,30,6,47
59,11,30,100
22,12,11,46
24,22,12,58
45,24,22,91
47,45,24,116
90,9,45,144
19,18,9,46
36,19,18,73
38,36,19,93
72,38,36,146
76,14,38,128
29,15,14,58
30,34,15,80
69,6,34,110
12,14,6,32
28,12,14,54
24,28,12,64
55,24,28,107
49,11,24,84
22,58,11,91
117,26,58,202
53,140,26,220
280,11,140,431
21,336,11,368
672,25,336,1034
51,134,25,211
269,10,134,414
20,54,10,84
108,4,54,165
8,129,4,141
258,2,129,389
3,52,2,57
103,1,52,156
1,21,1,23
41,1,21,63
3,41,1,45
83,3,41,127
5,17,3,24
33,5,17,55
10,33,5,49
66,10,33,110
21,79,10,111
159,4,79,242
8,190,4,203
381,10,190,581
20,76,10,106
152,24,76,252
48,30,24,102
61,10,30,101
19,12,10,41
24,19,12,56
38,24,19,82
49,38,24,111
77,10,38,125
19,15,10,45
31,19,15,66
39,31,19,89
61,39,31,131
78,12,39,129
25,16,12,52
31,5,16,52
10,6,5,21
12,10,6,29
20,12,10,42
25,20,12,57
39,25,20,84
50,39,25,114
79,10,39,128
20,16,10,46
31,20,16,67
40,31,20,91
63,40,31,134
80,13,40,132
25,16,13,54
32,5,16,53
10,6,5,21
13,10,6,29
20,13,10,43
26,20,13,58
40,26,20,86
51,40,26,117
80,10,40,131
20,16,10,47
32,20,16,69
41,32,20,94
64,41,32,137
82,77,41,200
155,16,77,248
33,31,16,80
62,39,31,132
78,12,39,130
25,16,12,53
31,30,16,77
59,6,30,95
13,12,6,31
24,13,12,48
25,24,13,61
47,25,24,96
50,47,25,123
95,10,47,152
20,114,10,144
228,4,114,346
8,46,4,58
91,2,46,138
3,18,2,23
36,3,18,58
6,36,3,46
73,6,36,116
13,15,6,34
29,13,15,57
26,29,13,68
58,26,29,113
51,12,26,89
23,10,12,45
21,23,10,54
47,21,23,91
41,47,21,108
93,8,47,148
16,19,8,43
37,16,19,72
33,37,16,87
75,33,37,145
66,90,33,188
179,13,90,282
26,36,13,75
72,5,36,113
11,86,5,102
172,13,86,271
25,34,13,72
69,5,34,108
10,14,5,29
28,10,14,51
20,28,10,58
55,20,28,103
40,11,20,72
22,49,11,82
97,4,49,150
9,19,4,33
39,9,19,67
18,39,9,65
78,18,39,134
35,16,18,68
31,42,16,89
85,37,42,164
75,17,37,129
34,15,17,66
30,7,15,52
14,6,7,26
12,14,6,31
27,12,14,53
24,27,12,63
54,24,27,105
48,11,24,82
22,57,11,90
115,4,57,176
9,23,4,36
46,9,23,77
17,46,9,72
92,17,46,155
35,18,17,70
37,7,18,62
14,7,7,28
15,14,7,36
28,15,14,56
29,28,15,72
55,29,28,112
59,11,29,99
22,12,11,45
23,22,12,57
44,23,22,90
47,44,23,115
89,9,44,142
19,106,9,135
213,4,106,323
8,43,4,54
85,2,43,129
3,102,2,107
204,4,102,310
7,245,4,256
490,1,245,737
3,98,1,102
196,1,98,295
1,39,1,41
78,1,39,119
2,16,1,19
31,2,16,49
5,31,2,38
63,5,31,99
9,63,5,77
126,9,63,197
18,25,9,53
50,22,25,97
44,10,22,76
20,9,10,39
18,20,9,47
40,18,20,78
35,40,18,93
80,35,40,156
71,16,35,122
32,14,16,62
28,6,14,49
13,28,6,48
57,13,28,98
26,57,13,95
113,26,57,196
51,136,26,213
272,62,136,470
123,326,62,511
653,25,326,1004
49,131,25,205
261,10,131,402
20,313,10,343
627,24,313,964
47,125,24,196
251,9,125,385
19,50,9,79
100,4,50,154
8,20,4,31
40,8,20,68
15,40,8,63
80,15,40,135
30,16,15,62
32,6,16,54
12,39,6,57
77,2,39,118
5,15,2,23
31,5,15,51
10,31,5,45
62,10,31,102
19,12,10,41
25,19,12,56
39,25,19,83
49,39,25,113
78,59,39,176
118,16,59,193
31,24,16,70
47,6,24,77
12,57,6,75
114,2,57,173
5,136,2,144
273,1,136,410
2,327,1,330
654,0,327,981
1,131,0,132
262,0,131,393
0,314,0,314
628,0,314,942
1,126,0,127
251,0,126,377
0,50,0,51
100,0,50,151
0,20,0,20
40,0,20,60
0,40,0,41
80,0,40,121
0,96,0,97
193,0,96,289
0,39,0,39
77,0,39,116
0,15,0,16
31,0,15,47
1,31,0,32
62,1,31,93
2,62,1,64
123,2,62,187
3,148,2,153
296,1,148,445
1,59,1,61
119,2,59,179
3,24,2,28
47,3,24,74
6,47,3,56
95,6,47,148
12,19,6,37
38,12,19,69
24,38,12,74
76,24,38,138
48,15,24,87
30,10,15,55
19,6,10,35
12,19,6,37
38,12,19,70
24,38,12,75
77,24,38,139
49,15,24,88
31,10,15,56
19,6,10,35
12,19,6,38
39,12,19,71
25,39,12,76
78,25,39,141
49,16,25,89
31,10,16,56
20,6,10,36
12,20,6,38
39,12,20,71
25,39,12,77
79,25,39,143
50,16,25,90
31,10,16,57
20,6,10,36
13,20,6,39
40,13,20,72
25,40,13,78
80,25,40,144
50,16,25,91
32,10,16,58
20,6,10,37
13,20,6,39
40,13,20,73
25,40,13,78
81,25,40,146
51,16,25,92
32,10,16,59
20,6,10,37
13,20,6,40
41,13,20,74
26,41,13,79
81,26,41,148
52,16,26,94
33,10,16,59
21,7,10,37
13,21,7,40
41,13,21,75
26,41,13,80
82,26,41,150
52,99,26,177
198,10,99,307
21,238,10,269
475,4,238,717
8,95,4,108
190,2,95,287
3,38,2,43
76,3,38,117
7,15,3,25
30,7,15,52
13,30,7,50
61,13,30,105
27,12,13,52
24,5,12,42
11,24,5,40
49,11,24,84
21,49,11,81
97,21,49,167
43,19,21,84
39,51,19,110
102,8,51,161
16,20,8,44
41,16,20,77
31,41,16,88
82,31,41,154
62,98,31,192
197,12,98,308
25,236,12,273
472,5,236,713
10,94,5,109
189,2,94,285
4,38,2,44
76,4,38,117
8,15,4,27
30,8,15,53
16,30,8,54
60,16,30,107
32,12,16,60
24,6,12,43
13,24,6,43
48,13,24,85
26,48,13,87
97,26,48,171
51,19,26,96
39,10,19,68
20,46,10,77
93,4,46,143
8,19,4,31
37,8,19,64
16,37,8,62
74,16,37,128
33,89,16,138
178,7,89,274
13,36,7,55
71,3,36,110
5,14,3,22
29,5,14,48
10,29,5,44
57,10,29,96
21,57,10,88
114,21,57,192
42,23,21,85
46,50,23,119
100,9,50,160
18,20,9,47
40,18,20,78
37,40,18,95
80,37,40,157
73,16,37,126
32,88,16,136
175,6,88,269
13,35,6,54
70,15,35,121
31,14,15,60
28,6,14,48
12,28,6,47
56,12,28,96
25,56,12,93
112,25,56,193
49,22,25,96
45,10,22,77
20,9,10,39
18,20,9,47
39,18,20,77
36,39,18,93
79,36,39,154
72,95,36,202
189,14,95,298
29,38,14,81
76,6,38,119
11,15,6,32
30,11,15,57
23,30,11,65
61,23,30,114
46,12,23,81
24,55,12,91
110,5,55,170
10,22,5,37
44,10,22,76
19,44,10,73
88,19,44,152
39,106,19,164
212,8,106,325
16,254,8,277
508,3,254,765
6,102,3,111
203,1,102,306
2,41,1,44
81,2,41,124
5,16,2,24
33,5,16,54
10,33,5,47
65,10,33,107
20,13,10,43
26,20,13,59
40,26,20,86
52,40,26,118
79,10,40,129
21,16,10,47
32,21,16,68
42,32,21,94
64,42,32,137
83,13,42,138
25,100,13,138
200,5,100,305
10,240,5,255
479,2,240,721
4,96,2,102
192,5,96,293
10,230,5,245
460,12,230,702
23,92,12,127
184,5,92,281
9,37,5,51
74,2,37,112
4,88,2,94
177,1,88,266
1,35,1,38
71,1,35,108
3,14,1,19
28,3,14,45
6,28,3,37
57,6,28,91
12,57,6,75
113,12,57,182
24,136,12,172
271,5,136,412
10,54,5,69
109,2,54,165
4,130,2,136
261,1,130,392
2,52,1,54
104,0,52,157
1,125,0,126
250,0,125,375
0,50,0,50
100,0,50,150
0,20,0,21
40,0,20,61
1,40,0,42
80,1,40,121
2,16,1,19
32,2,16,50
4,32,2,38
64,4,32,100
8,13,4,25
26,8,13,46
16,26,8,49
51,16,26,93
31,51,16,98
102,31,51,185
63,20,31,115
41,13,20,74
25,8,13,46
16,25,8,50
50,16,25,92
33,50,16,99
101,33,50,184
66,20,33,118
40,13,20,73
26,8,13,47
16,26,8,50
52,16,26,95
32,52,16,101
105,6,52,164
13,21,6,40
42,13,21,76
26,42,13,81
84,26,42,152
51,17,26,94
34,10,17,61
21,40,10,71
81,4,40,125
8,16,4,28
32,8,16,57
16,32,8,57
64,16,32,113
33,77,16,127
155,40,77,272
79,31,40,150
62,16,31,109
32,12,16,60
25,6,12,43
13,25,6,44
50,13,25,87
25,50,13,87
99,25,50,174
51,20,25,96
40,10,20,70
20,8,10,38
16,20,8,44
40,16,20,77
32,40,16,88
81,32,40,153
63,16,32,111
32,13,16,61
25,6,13,45
13,25,6,45
51,13,25,89
26,51,13,90
101,26,51,178
52,20,26,98
41,10,20,71
21,49,10,80
97,4,49,150
8,19,4,32
39,8,19,67
17,39,8,64
78,17,39,133
33,16,17,65
31,7,16,53
13,6,7,26
12,13,6,32
27,12,13,52
25,27,12,64
53,25,27,105
50,11,25,85
21,10,11,42
20,21,10,51
42,20,21,84
40,42,20,102
85,48,42,175
96,17,48,161
34,115,17,166
230,7,115,351
14,46,7,66
92,3,46,141
5,18,3,27
37,5,18,61
11,37,5,53
73,11,37,121
22,15,11,47
29,22,15,66
43,29,22,95
59,43,29,132
87,12,43,142
24,17,12,53
35,5,17,57
9,42,5,56
83,2,42,127
4,100,2,106
200,1,100,301
2,240,1,243
481,0,240,722
1,577,0,578
1154,0,577,1731
0,1385,0,1385
2770,0,1385,4155
1,554,0,555
1108,0,554,1662
0,222,0,222
443,0,222,665
1,532,0,533
1064,0,532,1595
0,213,0,213
425,0,213,638
0,85,0,85
170,0,85,255
0,34,0,34
68,0,34,102
0,14,0,14
27,0,14,41
1,27,0,29
54,1,27,83
2,54,1,57
109,2,54,165
3,22,2,27
44,3,22,69
7,44,3,54
87,7,44,138
14,105,7,125
209,3,105,316
5,42,3,50
84,5,42,131
11,17,5,33
33,11,17,61
22,33,11,66
67,22,33,122
44,13,22,79
27,9,13,49
17,27,9,53
54,17,27,98
35,54,17,106
107,7,54,168
14,21,7,42
43,14,21,78
28,43,14,85
86,28,43,156
56,17,28,101
34,11,17,63
22,7,11,40
14,22,7,43
45,14,22,81
27,45,14,86
89,27,45,161
55,18,27,100
36,66,18,119
132,7,66,204
14,26,7,48
53,14,26,93
29,53,14,96
105,29,53,186
57,126,29,212
253,11,126,390
23,51,11,85
101,5,51,156
9,20,5,34
40,9,20,70
18,40,9,68
81,18,40,140
37,16,18,71
32,7,16,56
15,6,7,28
13,15,6,34
29,13,15,57
26,29,13,68
59,26,29,114
52,12,26,89
23,10,12,45
21,23,10,54
47,21,23,91
41,47,21,109
94,8,47,149
17,112,8,137
225,3,112,341
7,45,3,55
90,1,45,136
3,18,1,22
36,3,18,57
5,36,3,44
72,5,36,113
11,14,5,30
29,11,14,54
21,29,11,61
58,21,29,108
42,12,21,75
23,8,12,43
17,23,8,48
46,17,23,86
34,46,17,97
92,34,46,172
68,18,34,120
37,14,18,69
27,44,14,85
88,5,44,138
11,106,5,122
212,2,106,321
4,42,2,49
85,4,42,132
9,102,4,115
204,2,102,307
3,41,2,46
81,3,41,126
7,16,3,27
33,7,16,56
14,33,7,53
65,14,33,112
28,78,14,120
156,6,78,240
11,188,6,204
376,2,188,566
4,75,2,82
150,1,75,226
2,30,1,33
60,2,30,92
4,60,2,65
120,4,60,184
7,24,4,35
48,7,24,79
14,48,7,69
96,14,48,158
28,19,14,62
38,34,19,92
68,8,34,110
15,14,8,37
27,15,14,56
31,27,15,73
55,31,27,113
62,66,31,158
131,12,66,209
25,26,12,63
52,5,26,84
10,63,5,78
126,2,63,191
4,25,2,31
50,4,25,79
8,50,4,62
101,8,50,159
16,121,8,144
242,3,121,365
6,48,3,58
97,8,48,152
15,19,8,42
39,15,19,73
30,39,15,84
77,30,39,146
60,15,30,106
31,12,15,58
24,37,12,73
74,5,37,116
10,15,5,29
30,10,15,54
19,30,10,59
59,19,30,108
39,12,19,70
24,8,12,43
15,24,8,47
47,15,24,87
31,47,15,94
95,31,47,173
62,19,31,112
38,12,19,69
25,8,12,45
15,25,8,48
50,15,25,90
30,50,15,95
99,30,50,179
61,20,30,111
40,12,20,72
24,8,12,44
16,24,8,48
49,16,24,89
32,49,16,96
97,32,49,178
63,19,32,115
39,13,19,71
25,8,13,46
16,25,8,49
51,16,25,92
31,51,16,97
101,31,51,183
62,20,31,114
41,12,20,73
25,8,12,45
16,25,8,49
50,16,25,91
32,50,16,99
100,32,50,182
65,20,32,117
40,13,20,73
26,8,13,47
16,26,8,50
52,16,26,94
32,52,16,100
104,6,52,162
13,21,6,40
42,13,21,75
25,42,13,80
83,25,42,150
51,100,25,176
200,10,100,309
20,40,10,70
80,4,40,124
8,16,4,28
32,8,16,56
16,32,8,56
64,16,32,112
33,13,16,62
26,7,13,45
13,26,7,45
51,13,26,90
26,51,13,90
102,26,51,179
52,20,26,99
41,10,20,72
21,8,10,40
16,21,8,45
42,16,21,79
33,42,16,91
84,33,42,158
65,100,33,198
201,13,100,314
26,241,13,280
481,5,241,727
10,96,5,112
192,2,96,291
4,38,2,45
77,4,38,120
8,15,4,28
31,8,15,55
17,31,8,56
62,17,31,109
33,12,17,63
25,40,12,77
80,5,40,125
10,16,5,31
32,10,16,58
20,32,10,62
64,20,32,116
39,13,20,72
26,8,13,46
16,26,8,49
51,16,26,93
32,51,16,99
103,32,51,186
63,21,32,115
41,13,21,74
25,8,13,46
16,25,8,50
50,16,25,92
33,50,16,100
101,39,50,191
79,20,39,139
40,16,20,76
32,8,16,55
16,6,8,31
13,16,6,35
32,13,16,61
25,32,13,70
65,25,32,122
51,13,25,89
26,10,13,49
20,26,10,56
52,20,26,98
40,52,20,112
103,49,52,204
97,21,49,166
41,116,21,178
233,50,116,399
99,279,50,428
559,20,279,858
40,112,20,171
224,8,112,343
16,45,8,69
89,3,45,137
6,18,3,27
36,6,18,60
13,36,6,55
72,13,36,120
25,86,13,124
172,5,86,263
10,34,5,50
69,10,34,113
20,14,10,44
27,20,14,62
41,27,20,88
55,41,27,123
81,66,41,188
132,16,66,214
33,26,16,75
53,39,26,118
78,11,39,128
21,16,11,47
31,21,16,68
42,31,21,95
62,42,31,136
84,75,42,201
150,17,75,242
34,30,17,81
60,7,30,97
14,12,7,32
24,14,12,49
27,24,14,64
48,27,24,99
54,48,27,129
96,11,48,155
22,19,11,52
38,4,19,62
9,8,4,21
15,9,8,32
17,15,9,41
31,17,15,63
35,31,17,83
61,35,31,127
69,74,35,177
147,14,74,235
28,29,14,71
59,6,29,94
11,71,6,87
141,2,71,214
4,28,2,35
57,4,28,89
9,57,4,70
113,9,57,178
18,23,9,49
45,18,23,86
35,45,18,98
90,35,45,171
71,18,35,124
36,85,18,139
170,7,85,262
14,204,7,226
408,3,204,615
6,489,3,498
979,1,489,1469
2,196,1,199
391,0,196,588
1,470,0,471
940,0,470,1410
0,188,0,188
376,0,188,564
0,451,0,451
902,0,451,1353
0,180,0,181
361,0,180,541
0,72,0,72
144,0,72,217
0,29,0,29
58,0,29,87
1,58,0,59
115,1,58,174
1,139,1,141
277,2,139,417
3,55,2,60
111,4,55,170
8,133,4,145
266,2,133,401
3,53,2,58
106,4,53,163
8,21,4,33
43,8,21,71
15,43,8,65
85,15,43,143
30,17,15,62
34,6,17,57
